vehicle_id,route_id,trip_id,stop_id,direction_id,current_status,current_stop_sequence,label,latitude,longitude,speed,bearing,updated_at
y3308,442,71825808,4710,1.0,IN_TRANSIT_TO,61.0,3308,42.438434,-70.97019,,201.0,2025-12-09 13:01:58+00:00
y1855,1,71468243,82,1.0,IN_TRANSIT_TO,14.0,1855,42.342913,-71.085331,,338.0,2025-12-09 13:01:55+00:00
ynk236,Shuttle-Generic,BL-42040132,,,IN_TRANSIT_TO,,236,42.35045,-71.109245,,277.0,2025-12-09 13:02:00+00:00
y2111,111,71994142,2829,1.0,IN_TRANSIT_TO,22.0,2111,42.38476,-71.047712,,213.0,2025-12-09 13:01:59+00:00
y3277,1,71373289,856,1.0,STOPPED_AT,19.0,3277,42.333978,-71.073935,,,2025-12-09 13:01:37+00:00
ynk253,Shuttle-Generic,BL-64726600,,,IN_TRANSIT_TO,,253,42.338632,-71.04461,,,2025-12-09 12:31:22+00:00
y1708,29,72094669,1741,1.0,IN_TRANSIT_TO,22.0,1708,42.309618,-71.091503,,317.0,2025-12-09 13:01:54+00:00
y1628,14,72094392,396,1.0,IN_TRANSIT_TO,32.0,1628,42.324627,-71.08287,,,2025-12-09 13:01:50+00:00
y1413,354,71996442,8242,1.0,IN_TRANSIT_TO,15.0,1413,42.482445,-71.187981,,137.0,2025-12-09 13:01:59+00:00
y1607,14,72094405,1144,0.0,IN_TRANSIT_TO,11.0,1607,42.32969,-71.093038,,70.0,2025-12-09 13:01:55+00:00
y0852,430,71997538,5463,0.0,STOPPED_AT,9.0,0852,42.431518,-71.05186,,76.0,2025-12-09 13:01:52+00:00
y3302,451,71826242,17102,1.0,STOPPED_AT,1.0,3302,42.5864,-70.8843,,0.0,2025-12-09 13:01:01+00:00
y2076,111,71993922,5593,1.0,STOPPED_AT,8.0,2076,42.405089,-71.032541,,261.0,2025-12-09 13:01:58+00:00
y1865,15,71466551,64000,0.0,IN_TRANSIT_TO,6.0,1865,42.329544,-71.08372,,263.0,2025-12-09 13:01:57+00:00
y3211,65,71373413,1524,0.0,STOPPED_AT,10.0,3211,42.331815,-71.113901,,,2025-12-09 13:01:57+00:00
y1219,39,72039595,11131,1.0,STOPPED_AT,8.0,1219,42.320553,-71.11181,,350.0,2025-12-09 13:01:55+00:00
ynk256,Shuttle-Generic,BL-100971263,,,IN_TRANSIT_TO,,256,42.352006,-71.124537,,69.0,2025-12-09 13:01:52+00:00
ynk341,Shuttle-Generic,BL-107420515,,,IN_TRANSIT_TO,,341,42.351599,-71.120894,,,2025-12-09 12:59:01+00:00
y1946,77,71695003,2314,0.0,STOPPED_AT,4.0,1946,42.384581,-71.119393,,13.0,2025-12-09 13:01:54+00:00
y2016,109,71994781,76125,0.0,STOPPED_AT,1.0,2016,42.37274,-71.12302,,315.0,2025-12-09 13:01:31+00:00
y1743,23,71468397,1224,1.0,IN_TRANSIT_TO,30.0,1743,42.332394,-71.093222,,53.0,2025-12-09 13:01:55+00:00
y3303,121,71826037,5740,0.0,STOPPED_AT,1.0,3303,42.36943,-71.03938,,180.0,2025-12-09 13:01:28+00:00
y1650,32,72094778,22818,0.0,IN_TRANSIT_TO,21.0,1650,42.246893,-71.128343,,208.0,2025-12-09 13:01:55+00:00
y1670,50,72093612,2787,1.0,IN_TRANSIT_TO,4.0,1670,42.26108,-71.12244,,45.0,2025-12-09 13:01:27+00:00
y1634,32,72094783,875,0.0,STOPPED_AT,1.0,1634,42.300803,-71.113338,,0.0,2025-12-09 13:01:52+00:00
y1735,9,71465648,178,1.0,STOPPED_AT,24.0,1735,42.349527,-71.076571,,270.0,2025-12-09 13:01:56+00:00
y0760,236,71987971,3327,0.0,IN_TRANSIT_TO,3.0,0760,42.246885,-71.000822,,186.0,2025-12-09 13:01:59+00:00
y3224,57,71375091,934,1.0,STOPPED_AT,29.0,3224,42.351346,-71.117756,,,2025-12-09 13:01:52+00:00
y1845,45,71466544,1580,0.0,IN_TRANSIT_TO,13.0,1845,42.321123,-71.077637,,202.0,2025-12-09 13:01:53+00:00
y2117,87,71694601,70500,0.0,STOPPED_AT,1.0,2117,42.37226,-71.07746,,315.0,2025-12-09 13:01:24+00:00
y3248,553,71373967,7645,0.0,IN_TRANSIT_TO,7.0,3248,42.351746,-71.206812,,255.0,2025-12-09 13:01:55+00:00
y1785,47,71467621,10015,0.0,IN_TRANSIT_TO,5.0,1785,42.336826,-71.071077,,316.0,2025-12-09 13:01:54+00:00
y1254,28,72040814,11712,0.0,IN_TRANSIT_TO,26.0,1254,42.284629,-71.091448,,,2025-12-09 13:01:34+00:00
y3130,101,71995398,5334,0.0,IN_TRANSIT_TO,31.0,3130,42.425099,-71.087417,,149.0,2025-12-09 13:01:59+00:00
y2106,111,71993914,5618,0.0,IN_TRANSIT_TO,9.0,2106,42.394722,-71.03338,,10.0,2025-12-09 13:01:49+00:00
y3240,66,71373198,22549,1.0,STOPPED_AT,1.0,3240,42.37696,-71.12246,,315.0,2025-12-09 13:00:59+00:00
y3118,70,71696229,8295,1.0,STOPPED_AT,16.0,3118,42.369926,-71.191911,,97.0,2025-12-09 13:01:58+00:00
y1906,9,71465555,143,0.0,STOPPED_AT,2.0,1906,42.352098,-71.071248,,336.0,2025-12-09 13:01:53+00:00
ynk233,Shuttle-Generic,BL-192490,,,IN_TRANSIT_TO,,233,42.350413,-71.079932,,,2025-12-09 13:01:58+00:00
y3158,110,71995194,5695,0.0,IN_TRANSIT_TO,4.0,3158,42.405166,-71.057309,,45.0,2025-12-09 13:01:47+00:00
y1956,137,71994456,9328,0.0,STOPPED_AT,1.0,1956,42.43701,-71.07023,,180.0,2025-12-09 13:01:33+00:00
y3232,66,71373196,927,1.0,STOPPED_AT,13.0,3232,42.35318,-71.13423,,,2025-12-09 13:01:53+00:00
y1422,99,71996768,15060,1.0,IN_TRANSIT_TO,2.0,1422,42.448312,-71.094604,,204.0,2025-12-09 13:01:57+00:00
y1776,16,71466792,13,0.0,STOPPED_AT,9.0,1776,42.330347,-71.057712,,80.0,2025-12-09 13:01:53+00:00
y1947,74,71695679,2174,0.0,IN_TRANSIT_TO,5.0,1947,42.380197,-71.127097,,313.0,2025-12-09 13:01:55+00:00
y1438,99,71996437,52712,0.0,STOPPED_AT,1.0,1438,42.402504,-71.076004,,,2025-12-09 13:00:46+00:00
y1877,19,71467574,468,0.0,STOPPED_AT,31.0,1877,42.30563,-71.080934,,,2025-12-09 13:01:45+00:00
y1290,749,72040237,15095,1.0,STOPPED_AT,9.0,1290,42.346613,-71.064516,,11.0,2025-12-09 13:01:59+00:00
ynk344,Shuttle-Generic,BL-101877718,,,IN_TRANSIT_TO,,344,42.201847,-71.064652,,,2025-12-09 12:59:01+00:00
y1629,35,72093512,806,0.0,IN_TRANSIT_TO,18.0,1629,42.287621,-71.152235,,265.0,2025-12-09 13:01:56+00:00
y1783,45,71466076,1148,1.0,IN_TRANSIT_TO,22.0,1783,42.32921,-71.08545,,315.0,2025-12-09 13:01:34+00:00
y1793,15,71466556,17863,0.0,STOPPED_AT,1.0,1793,42.3364,-71.08888,,225.0,2025-12-09 13:01:30+00:00
y3304,455,71826271,4488,1.0,IN_TRANSIT_TO,53.0,3304,42.459804,-70.968942,,219.0,2025-12-09 13:01:56+00:00
ynk223,Shuttle-Generic,BL-50837217,,,IN_TRANSIT_TO,,223,42.348442,-71.07531,,,2025-12-09 13:01:56+00:00
y3127,120,71826122,5886,0.0,STOPPED_AT,23.0,3127,42.393491,-71.009262,,91.0,2025-12-09 13:01:59+00:00
y1753,19,71467407,64,1.0,IN_TRANSIT_TO,25.0,1753,42.32842,-71.083209,,,2025-12-09 13:01:33+00:00
y1601,34,72094535,6022,0.0,IN_TRANSIT_TO,8.0,1601,42.286904,-71.128266,,256.0,2025-12-09 13:01:55+00:00
y1694,32,72094932,16466,1.0,IN_TRANSIT_TO,2.0,1694,42.23743,-71.131782,,13.0,2025-12-09 13:01:49+00:00
y2002,71,71695264,2064,1.0,STOPPED_AT,14.0,2002,42.375124,-71.147719,,,2025-12-09 13:01:54+00:00
y1332,741,72039757,17096,1.0,IN_TRANSIT_TO,6.0,1332,42.36617,-71.025534,,146.0,2025-12-09 13:01:59+00:00
y1705,32,72094930,6479,1.0,IN_TRANSIT_TO,19.0,1705,42.281765,-71.118811,,358.0,2025-12-09 13:01:55+00:00
y1430,96,71997490,2378,1.0,STOPPED_AT,12.0,1430,42.406959,-71.116772,,183.0,2025-12-09 13:02:00+00:00
y1666,31,72094275,1730,1.0,IN_TRANSIT_TO,8.0,1666,42.280589,-71.092679,,12.0,2025-12-09 13:01:56+00:00
ynk260,Shuttle-Generic,BL-3771835,,,IN_TRANSIT_TO,,260,42.352007,-71.124262,,95.0,2025-12-09 13:01:50+00:00
y1796,505,71466875,78212,1.0,STOPPED_AT,19.0,1796,42.344691,-71.241074,,199.0,2025-12-09 13:01:54+00:00
y1822,505,71467169,16535,0.0,IN_TRANSIT_TO,2.0,1822,42.354398,-71.058088,,223.0,2025-12-09 13:01:56+00:00
y3282,57,71375076,953,0.0,IN_TRANSIT_TO,4.0,3282,42.350093,-71.106072,,281.0,2025-12-09 13:01:55+00:00
y3238,66,71373201,22549,1.0,STOPPED_AT,1.0,3238,42.376587,-71.119696,,166.0,2025-12-09 13:01:55+00:00
y2062,104,71995002,5673,0.0,IN_TRANSIT_TO,2.0,2062,42.38343,-71.02296,,315.0,2025-12-09 13:01:26+00:00
y1799,22,71465354,1222,1.0,IN_TRANSIT_TO,27.0,1799,42.33078,-71.09497,,45.0,2025-12-09 13:01:32+00:00
y3251,16,71374240,35202,0.0,STOPPED_AT,8.0,3251,42.329394,-71.056388,,,2025-12-09 13:01:55+00:00
y1673,34E,72094603,605,0.0,STOPPED_AT,12.0,1673,42.279658,-71.135447,,,2025-12-09 13:01:54+00:00
y1784,47,71467685,10003,1.0,IN_TRANSIT_TO,27.0,1784,42.331376,-71.076755,,57.0,2025-12-09 13:01:54+00:00
y1688,36,72093765,817,0.0,IN_TRANSIT_TO,29.0,1688,42.27341,-71.17041,,225.0,2025-12-09 13:01:30+00:00
y3335,436,71826371,7372,1.0,STOPPED_AT,40.0,3335,42.472297,-70.940172,,134.0,2025-12-09 13:02:00+00:00
y2037,71,71695466,2070,1.0,STOPPED_AT,18.0,2037,42.377453,-71.133725,,68.0,2025-12-09 13:01:58+00:00
y2079,86,71695898,22549,1.0,STOPPED_AT,1.0,2079,42.37532,-71.11904,,180.0,2025-12-09 13:01:29+00:00
y1840,47,71467676,1773,1.0,IN_TRANSIT_TO,7.0,1840,42.354084,-71.111136,,,2025-12-09 13:01:48+00:00
y1910,7,71466416,885,0.0,STOPPED_AT,9.0,1910,42.338206,-71.034405,,86.0,2025-12-09 13:01:58+00:00
y1901,45,71466548,11257,0.0,IN_TRANSIT_TO,2.0,1901,42.333389,-71.091531,,239.0,2025-12-09 13:01:55+00:00
y3320,455,71826310,16156,0.0,STOPPED_AT,44.0,3320,42.48506,-70.904073,,76.0,2025-12-09 13:01:57+00:00
y3102,116,71825782,15796,1.0,STOPPED_AT,1.0,3102,42.412827,-70.991953,,,2025-12-09 13:01:36+00:00
y1306,751,72040515,6537,1.0,IN_TRANSIT_TO,11.0,1306,42.351497,-71.06297,,313.0,2025-12-09 13:01:59+00:00
y3338,116,71825783,15796,1.0,STOPPED_AT,1.0,3338,42.413807,-70.992427,,314.0,2025-12-09 13:01:58+00:00
y0871,39,72039669-OL1,143,0.0,IN_TRANSIT_TO,25.0,0871,42.343008,-71.073576,,,2025-12-09 13:01:38+00:00
y3294,4,71373914,210,0.0,STOPPED_AT,1.0,3294,42.344457,-71.039224,,,2025-12-09 13:01:44+00:00
y2004,89,71995367,2718,0.0,IN_TRANSIT_TO,2.0,2004,42.38435,-71.076254,,,2025-12-09 13:01:41+00:00
y1610,32,72094933,16466,1.0,IN_TRANSIT_TO,2.0,1610,42.237269,-71.132206,,,2025-12-09 13:01:55+00:00
y1982,101,71995401,2726,0.0,STOPPED_AT,7.0,1982,42.39354,-71.094962,,,2025-12-09 13:01:55+00:00
y0797,202,71988388,323,0.0,STOPPED_AT,1.0,0797,42.299822,-71.062206,,255.0,2025-12-09 13:01:56+00:00
y0859,Shuttle-Generic-Green,BL-76254591,,,IN_TRANSIT_TO,,0859,42.3067154,-71.1153405,,180.0,2025-12-09 13:01:23+00:00
y3334,442,71825641,4709,0.0,IN_TRANSIT_TO,8.0,3334,42.440444,-70.967726,,73.0,2025-12-09 13:02:00+00:00
y1214,39,72039639,11388,0.0,IN_TRANSIT_TO,4.0,1214,42.34734,-71.079892,,341.0,2025-12-09 13:01:48+00:00
y3288,66,71372927,64000,0.0,STOPPED_AT,1.0,3288,42.32949,-71.08371,,0.0,2025-12-09 13:00:59+00:00
y3291,65,71372596,1274,1.0,STOPPED_AT,8.0,3291,42.342607,-71.140722,,,2025-12-09 13:01:47+00:00
y2046,91,71993241,2442,1.0,STOPPED_AT,15.0,2046,42.368334,-71.101457,,202.0,2025-12-09 13:01:43+00:00
y1603,34E,72094655,59618,1.0,STOPPED_AT,31.0,1603,42.194091,-71.200799,,26.0,2025-12-09 13:01:54+00:00
y3322,435,71826397,7245,0.0,STOPPED_AT,7.0,3322,42.470196,-70.957478,,308.0,2025-12-09 13:01:57+00:00
y1869,44,71466257,1337,1.0,STOPPED_AT,15.0,1869,42.321224,-71.085675,,30.0,2025-12-09 13:01:52+00:00
y1722,9,71466845,150,1.0,IN_TRANSIT_TO,17.0,1722,42.341786,-71.055421,,124.0,2025-12-09 13:01:55+00:00
y1849,7,71467768,33,1.0,STOPPED_AT,1.0,1849,42.352548,-71.055016,,,2025-12-09 13:01:46+00:00
y1792,22,71465351,11531,1.0,STOPPED_AT,24.0,1792,42.322686,-71.098418,,55.0,2025-12-09 13:01:58+00:00
y1696,24,72093964,6364,1.0,IN_TRANSIT_TO,16.0,1696,42.263644,-71.102748,,91.0,2025-12-09 13:01:56+00:00
y1959,350,71694281,49808,1.0,STOPPED_AT,19.0,1959,42.484941,-71.217361,,,2025-12-09 13:01:59+00:00
y3210,747,71375267,2612,1.0,IN_TRANSIT_TO,4.0,3210,42.379814,-71.090843,,256.0,2025-12-09 13:01:58+00:00
y1988,89,71995399,2697,1.0,IN_TRANSIT_TO,5.0,1988,42.400235,-71.113181,,,2025-12-09 13:01:59+00:00
y3359,119,71825669,5819,1.0,IN_TRANSIT_TO,39.0,3359,42.39783,-70.99203,,225.0,2025-12-09 13:01:06+00:00
y1293,751,72040612,64,1.0,STOPPED_AT,1.0,1293,42.329731,-71.083719,,9.0,2025-12-09 13:01:56+00:00
y2082,112,71993563,5637,1.0,IN_TRANSIT_TO,5.0,2082,42.40636,-71.05384,,125.0,2025-12-09 13:01:59+00:00
y1802,23,71468376,467,1.0,STOPPED_AT,11.0,1802,42.303091,-71.078244,,341.0,2025-12-09 13:01:50+00:00
y1617,36,72093653,636,1.0,STOPPED_AT,23.0,1617,42.286985,-71.127431,,42.0,2025-12-09 13:01:55+00:00
y3318,116,71825851,5740,0.0,STOPPED_AT,1.0,3318,42.369824,-71.038983,,,2025-12-09 13:01:25+00:00
y1770,65,71467405,1026,0.0,IN_TRANSIT_TO,29.0,1770,42.346913,-71.153451,,333.0,2025-12-09 13:01:57+00:00
y2019,92,71993727,204,1.0,STOPPED_AT,13.0,2019,42.359214,-71.056985,,,2025-12-09 13:01:35+00:00
y1699,32,72094925,56479,1.0,IN_TRANSIT_TO,23.0,1699,42.292752,-71.117661,,6.0,2025-12-09 13:01:57+00:00
y1266,28,72040808,1723,1.0,IN_TRANSIT_TO,3.0,1266,42.270711,-71.093544,,,2025-12-09 13:01:54+00:00
y1453,354,71996635,49841,1.0,IN_TRANSIT_TO,39.0,1453,42.479713,-71.122532,,101.0,2025-12-09 13:01:55+00:00
y2093,64,71694390,1214,1.0,STOPPED_AT,1.0,2093,42.351253,-71.167196,,45.0,2025-12-09 13:01:50+00:00
y1944,106,71997744,5451,0.0,STOPPED_AT,12.0,1944,42.418892,-71.065588,,,2025-12-09 13:01:50+00:00
y1644,36,72093591,775,1.0,STOPPED_AT,2.0,1644,42.272971,-71.170759,,50.0,2025-12-09 13:01:52+00:00
y0873,713,71953882,15880,0.0,STOPPED_AT,1.0,0873,42.3868871,-71.0043104,,270.0,2025-12-09 13:00:59+00:00
y3116,426,71826107,7415,0.0,IN_TRANSIT_TO,2.0,3116,42.365227,-71.058389,,354.0,2025-12-09 13:01:55+00:00
y3241,66,71373190,1315,1.0,STOPPED_AT,26.0,3241,42.33327,-71.109704,,45.0,2025-12-09 13:01:57+00:00
y2072,109,71994814,5497,1.0,IN_TRANSIT_TO,22.0,2072,42.4006,-71.061692,,240.0,2025-12-09 13:01:57+00:00
y1341,741,72040481,74612,0.0,STOPPED_AT,2.0,1341,42.352023,-71.046051,,,2025-12-09 13:01:44+00:00
y2023,73,71695154,2073,1.0,STOPPED_AT,21.0,2023,42.373457,-71.123132,,173.0,2025-12-09 13:01:56+00:00
y1893,8,71467516,855,0.0,IN_TRANSIT_TO,29.0,1893,42.333756,-71.073201,,,2025-12-09 13:01:42+00:00
ynk229,Shuttle-Generic,BL-117894238,,,IN_TRANSIT_TO,,229,42.349218,-71.088423,,,2025-12-09 13:02:00+00:00
y1854,23,71468383,40001,0.0,IN_TRANSIT_TO,7.0,1854,42.326487,-71.083307,,,2025-12-09 13:01:52+00:00
y1635,41,72094427,121,0.0,STOPPED_AT,1.0,1635,42.32077,-71.052,,0.0,2025-12-09 13:01:28+00:00
ynk226,Shuttle-Generic,BL-106425297,,,IN_TRANSIT_TO,,226,42.35239,-71.07746,,251.0,2025-12-09 13:01:53+00:00
y1857,10,71467730,855,0.0,IN_TRANSIT_TO,13.0,1857,42.335122,-71.071802,,,2025-12-09 13:01:27+00:00
y3144,77,71695010,2282,0.0,IN_TRANSIT_TO,22.0,3144,42.413722,-71.150171,,137.0,2025-12-09 13:01:45+00:00
y1996,111,71993873,2832,0.0,STOPPED_AT,2.0,1996,42.36481,-71.05828,,315.0,2025-12-09 13:01:32+00:00
y3220,44,71373334,10413,1.0,IN_TRANSIT_TO,4.0,3220,42.316031,-71.098229,,,2025-12-09 13:01:31+00:00
ynk209,Shuttle-Generic,BL-89615949,,,IN_TRANSIT_TO,,209,42.201446,-71.064768,,,2025-12-09 12:47:26+00:00
y1895,1,71468229,87,0.0,IN_TRANSIT_TO,9.0,1895,42.339019,-71.079954,,,2025-12-09 13:01:37+00:00
y2003,88,71694518,2689,1.0,IN_TRANSIT_TO,23.0,2003,42.381949,-71.090634,,154.0,2025-12-09 13:02:00+00:00
y1782,23,71466539,485,0.0,IN_TRANSIT_TO,25.0,1782,42.292461,-71.071793,,,2025-12-09 13:01:57+00:00
y3205,59,71373972,11853,1.0,IN_TRANSIT_TO,2.0,3205,42.276508,-71.23743,,10.0,2025-12-09 13:01:56+00:00
y1313,743,72041167,7096,0.0,IN_TRANSIT_TO,5.0,1313,42.351584,-71.04511,,,2025-12-09 13:01:34+00:00
ynk322,Shuttle-Generic,BL-35772253,,,IN_TRANSIT_TO,,322,42.338378,-71.044116,,,2025-12-09 12:43:10+00:00
y1655,21,72094162,523,0.0,STOPPED_AT,5.0,1655,42.293048,-71.09645,,161.0,2025-12-09 13:01:49+00:00
y2048,108,71994505,5462,0.0,IN_TRANSIT_TO,28.0,2048,42.431053,-71.057685,,,2025-12-09 13:01:54+00:00
y1809,15,71466549,1493,0.0,IN_TRANSIT_TO,7.0,1809,42.329149,-71.084905,,,2025-12-09 13:01:55+00:00
y1320,743,72041175,74637,0.0,IN_TRANSIT_TO,6.0,1320,42.38309,-71.02262,,45.0,2025-12-09 13:00:59+00:00
y1288,749,72040055,1787,1.0,STOPPED_AT,5.0,1288,42.337855,-71.075093,,244.0,2025-12-09 13:01:56+00:00
y1832,22,71466542,419,0.0,STOPPED_AT,18.0,1832,42.295848,-71.087741,,186.0,2025-12-09 13:01:55+00:00
y1803,15,71466887,1512,0.0,IN_TRANSIT_TO,23.0,1803,42.306686,-71.066609,,217.0,2025-12-09 13:01:45+00:00
y3140,111,71993810,8309,0.0,STOPPED_AT,1.0,3140,42.362238,-71.05843,,,2025-12-09 13:01:44+00:00
y1338,741,72040478,74611,0.0,STOPPED_AT,1.0,1338,42.350925,-71.056089,,,2025-12-09 12:58:54+00:00
y2115,62,71696029,8443,0.0,STOPPED_AT,41.0,2115,42.46004,-71.23849,,0.0,2025-12-09 13:01:35+00:00
y1636,24,72093961,6392,0.0,IN_TRANSIT_TO,31.0,1636,42.253095,-71.118806,,,2025-12-09 13:01:44+00:00
y1726,1,71468250,68,1.0,STOPPED_AT,4.0,1726,42.369254,-71.110111,,140.0,2025-12-09 13:01:54+00:00
y1218,28,72040807,17862,0.0,STOPPED_AT,1.0,1218,42.336879,-71.088659,,,2025-12-09 13:01:26+00:00
ynk228,Shuttle-Generic,BL-127989499,,,IN_TRANSIT_TO,,228,42.348152,-71.07881,,153.0,2025-12-09 13:01:55+00:00
y1791,11,71467749,285,1.0,STOPPED_AT,16.0,1791,42.331482,-71.048874,,,2025-12-09 13:01:57+00:00
y1333,741,72040493,17096,1.0,STOPPED_AT,6.0,1333,42.348102,-71.039928,,133.0,2025-12-09 13:01:58+00:00
y0759,216,71987616,3290,1.0,STOPPED_AT,26.0,0759,42.252773,-71.000667,,229.0,2025-12-09 13:01:56+00:00
y3306,450,71826257,8309,1.0,IN_TRANSIT_TO,52.0,3306,42.372283,-71.04006,,,2025-12-09 13:01:57+00:00
y1684,31,72094353,1716,0.0,IN_TRANSIT_TO,12.0,1684,42.276723,-71.093606,,182.0,2025-12-09 13:01:55+00:00
y2045,62,71696021,7907,1.0,STOPPED_AT,25.0,2045,42.457085,-71.236224,,144.0,2025-12-09 13:01:57+00:00
y1304,743,72041172,7097,1.0,IN_TRANSIT_TO,5.0,1304,42.38796,-71.02417,,180.0,2025-12-09 13:01:16+00:00
y3281,501,71373958,975,1.0,STOPPED_AT,5.0,3281,42.349112,-71.163308,,294.0,2025-12-09 13:01:59+00:00
y3146,110,71995181,52713,0.0,STOPPED_AT,1.0,3146,42.402543,-71.076252,,,2025-12-09 13:01:22+00:00
y3131,101,71995347,29012,0.0,STOPPED_AT,1.0,3131,42.38444,-71.07661,,180.0,2025-12-09 13:00:59+00:00
y1764,9,71467604,36539,1.0,STOPPED_AT,20.0,1764,42.34522,-71.06959,,315.0,2025-12-09 13:01:31+00:00
y1600,34E,72094640,98618,1.0,STOPPED_AT,1.0,1600,42.14784,-71.25433,,225.0,2025-12-09 13:01:25+00:00
y2034,73,71695214,2021,0.0,STOPPED_AT,3.0,2034,42.374413,-71.126121,,283.0,2025-12-09 13:01:57+00:00
y3312,429,71825936,6717,0.0,IN_TRANSIT_TO,37.0,3312,42.484923,-71.012848,,309.0,2025-12-09 13:01:58+00:00
y1251,39,72039626,174,1.0,STOPPED_AT,23.0,1251,42.347531,-71.080145,,,2025-12-09 13:01:56+00:00
y1713,51,72093789,1888,0.0,STOPPED_AT,27.0,1713,42.293072,-71.162186,,315.0,2025-12-09 13:01:56+00:00
y3268,66,71372923,1112,0.0,STOPPED_AT,25.0,3268,42.35574,-71.13216,,45.0,2025-12-09 13:00:59+00:00
y1820,22,71466879,369,1.0,IN_TRANSIT_TO,3.0,1820,42.288869,-71.066609,,,2025-12-09 13:01:46+00:00
y3341,450,71826217,7252,0.0,STOPPED_AT,32.0,3341,42.477084,-70.949005,,29.0,2025-12-09 13:01:58+00:00
y1252,39,72039585,71317,1.0,STOPPED_AT,19.0,1252,42.339056,-71.091955,,,2025-12-09 13:01:41+00:00
y1418,97,71996853,5327,1.0,STOPPED_AT,1.0,1418,42.42638,-71.07385,,180.0,2025-12-09 13:00:59+00:00
y0808,230,71987821,4010,1.0,STOPPED_AT,20.0,0808,42.154283,-71.008549,,,2025-12-09 13:01:49+00:00
y2071,86,71695900,1027,0.0,STOPPED_AT,2.0,2071,42.336977,-71.151978,,320.0,2025-12-09 13:01:53+00:00
y0904,225,71987811,3824,1.0,STOPPED_AT,1.0,0904,42.21592,-70.962665,,,2025-12-09 13:01:55+00:00
ynk231,Shuttle-Generic,BL-50191944,,,IN_TRANSIT_TO,,231,42.348559,-71.075665,,,2025-12-09 12:59:56+00:00
y1873,501,71466801,994,1.0,STOPPED_AT,1.0,1873,42.34628,-71.15226,,45.0,2025-12-09 13:01:23+00:00
y0828,225,71987954,32001,0.0,STOPPED_AT,1.0,0828,42.254568,-71.005932,,153.0,2025-12-09 13:01:55+00:00
y2009,350,71694285,14120,0.0,STOPPED_AT,1.0,2009,42.394908,-71.14137,,335.0,2025-12-09 13:01:38+00:00
y3287,44,71373617,1351,0.0,IN_TRANSIT_TO,15.0,3287,42.313368,-71.08936,,221.0,2025-12-09 13:01:56+00:00
ynk215,Shuttle-Generic,BL-113270580,,,IN_TRANSIT_TO,,215,42.201399,-71.065103,,,2025-12-09 12:59:16+00:00
y1938,111,71993809,5612,0.0,IN_TRANSIT_TO,4.0,1938,42.388691,-71.041236,,,2025-12-09 13:01:54+00:00
y2039,75,71695675,76126,0.0,STOPPED_AT,1.0,2039,42.372647,-71.121696,,165.0,2025-12-09 13:01:56+00:00
y3254,47,71374780,1805,0.0,STOPPED_AT,23.0,3254,42.340435,-71.105551,,,2025-12-09 13:01:46+00:00
y1621,14,72094418,6476,0.0,STOPPED_AT,38.0,1621,42.276951,-71.119473,,349.0,2025-12-09 13:01:56+00:00
y1816,9,71465659,150,1.0,IN_TRANSIT_TO,17.0,1816,42.341657,-71.056949,,350.0,2025-12-09 13:01:55+00:00
y3242,1,71375306,110,1.0,STOPPED_AT,1.0,3242,42.37296,-71.1173,,270.0,2025-12-09 13:01:05+00:00
y1401,137,71997626,9276,0.0,IN_TRANSIT_TO,29.0,1401,42.504233,-71.070818,,333.0,2025-12-09 13:01:55+00:00
y1848,8,71467391,122,1.0,IN_TRANSIT_TO,6.0,1848,42.321218,-71.05595,,247.0,2025-12-09 13:01:55+00:00
y1894,1,71468239,91,0.0,IN_TRANSIT_TO,12.0,1894,42.345196,-71.086652,,345.0,2025-12-09 13:01:56+00:00
y3328,441,71826226,4844,1.0,STOPPED_AT,13.0,3328,42.496236,-70.862689,,,2025-12-09 13:01:28+00:00
y1400,94,71996436,2406,0.0,IN_TRANSIT_TO,5.0,1400,42.404271,-71.117196,,352.0,2025-12-09 13:01:57+00:00
y1777,22,71466855,430,0.0,STOPPED_AT,27.0,1777,42.286407,-71.064528,,,2025-12-09 13:01:49+00:00
y2022,111,71994070,5590,1.0,STOPPED_AT,5.0,2022,42.409557,-71.030329,,156.0,2025-12-09 13:01:59+00:00
y2060,110,71995159,5786,1.0,STOPPED_AT,6.0,2060,42.409162,-71.003661,,,2025-12-09 13:01:59+00:00
y3261,66,71372926,1360,0.0,STOPPED_AT,8.0,3261,42.33307,-71.101606,,291.0,2025-12-09 13:01:55+00:00
y3265,65,71372592,1806,1.0,STOPPED_AT,25.0,3265,42.34282,-71.10304,,45.0,2025-12-09 13:01:28+00:00
y0834,220,71988290,3636,1.0,STOPPED_AT,40.0,0834,42.249975,-70.993686,,277.0,2025-12-09 13:01:53+00:00
y1876,60,71467509,1555,1.0,IN_TRANSIT_TO,16.0,1876,42.329031,-71.118468,,27.0,2025-12-09 13:01:51+00:00
y1984,83,71695150,2433,1.0,IN_TRANSIT_TO,15.0,1984,42.38177,-71.10697,,180.0,2025-12-09 13:01:23+00:00
y1280,749,72040016,49002,0.0,IN_TRANSIT_TO,3.0,1280,42.352106,-71.064645,,181.0,2025-12-09 13:01:59+00:00
y0788,240,71988116,4291,1.0,STOPPED_AT,18.0,0788,42.185042,-71.054731,,,2025-12-09 13:01:32+00:00
