vehicle_id,route_id,trip_id,stop_id,direction_id,current_status,current_stop_sequence,label,latitude,longitude,speed,bearing,updated_at
y1815,15,71468535,17861,1.0,IN_TRANSIT_TO,36.0,1815,42.33615,-71.09032,,45.0,2025-12-09 04:18:35+00:00
y2108,95,71994692,29008,0.0,STOPPED_AT,1.0,2108,42.38412,-71.07625,,180.0,2025-12-09 04:18:33+00:00
y2087,71,71695134,76124,0.0,STOPPED_AT,1.0,2087,42.37295,-71.12226,,45.0,2025-12-09 04:18:47+00:00
ynk257,Shuttle-Generic,BL-47474943,,,IN_TRANSIT_TO,,257,42.369973,-71.02478,,310.0,2025-12-09 04:18:49+00:00
y0815,222,71988201,3684,1.0,STOPPED_AT,1.0,0815,42.215168,-70.922792,,,2025-12-09 04:18:32+00:00
y1920,8,71467272,899,0.0,STOPPED_AT,1.0,1920,42.331706,-71.073645,,230.0,2025-12-09 04:18:49+00:00
y1905,11,71465495,16538,0.0,STOPPED_AT,1.0,1905,42.35427,-71.0596,,45.0,2025-12-09 04:18:41+00:00
y0807,215,71988015,334,0.0,STOPPED_AT,1.0,0807,42.2841741,-71.063949,,0.0,2025-12-09 04:17:57+00:00
y2090,109,71994739,76125,0.0,STOPPED_AT,1.0,2090,42.37272,-71.12301,,315.0,2025-12-09 04:18:03+00:00
y1308,743,72040991,74630,1.0,STOPPED_AT,1.0,1308,42.396871,-71.040551,,,2025-12-09 04:18:28+00:00
y0894,111,71994087,8309,0.0,STOPPED_AT,1.0,0894,42.361996,-71.057724,,332.0,2025-12-09 04:18:47+00:00
y1805,15,71468536,1488,1.0,STOPPED_AT,27.0,1805,42.328339,-71.078583,,299.0,2025-12-09 04:18:47+00:00
ynk318,Shuttle-Generic,BL-38179982,,,IN_TRANSIT_TO,,318,42.2017,-71.064504,,,2025-12-09 04:17:19+00:00
y1664,34,72094559,10642,0.0,STOPPED_AT,1.0,1664,42.29958,-71.11439,,45.0,2025-12-09 04:18:45+00:00
y1314,743,72041032,7097,1.0,IN_TRANSIT_TO,5.0,1314,42.383374,-71.023142,,209.0,2025-12-09 04:18:51+00:00
y3159,104,71994928,56001,1.0,IN_TRANSIT_TO,17.0,3159,42.402842,-71.053456,,134.0,2025-12-09 04:18:50+00:00
y1864,66,71466194,10928,1.0,IN_TRANSIT_TO,14.0,1864,42.352793,-71.132091,,166.0,2025-12-09 04:18:50+00:00
y1943,93,71994260,117,0.0,STOPPED_AT,1.0,1943,42.36137,-71.05749,,0.0,2025-12-09 04:18:45+00:00
y0902,220,71988208,3626,1.0,IN_TRANSIT_TO,31.0,0902,42.24396,-70.964447,,292.0,2025-12-09 04:18:53+00:00
y1283,751,72040565,6555,0.0,IN_TRANSIT_TO,2.0,1283,42.352828,-71.056113,,,2025-12-09 04:18:48+00:00
y3310,442,71825752,4913,1.0,STOPPED_AT,42.0,3310,42.467831,-70.916439,,303.0,2025-12-09 04:18:52+00:00
y1253,39,72039728,21317,1.0,IN_TRANSIT_TO,16.0,1253,42.334103,-71.105225,,,2025-12-09 04:18:28+00:00
y1270,39,72039738-OL1,91391,0.0,IN_TRANSIT_TO,9.0,1270,42.33685,-71.09793,,270.0,2025-12-09 04:18:41+00:00
y0805,220,71988247,3520,0.0,STOPPED_AT,5.0,0805,42.249508,-70.9911,,102.0,2025-12-09 04:18:51+00:00
y0835,215,71987886,3328,1.0,STOPPED_AT,4.0,0835,42.2448085,-71.0016336,,270.0,2025-12-09 04:18:32+00:00
y1989,110,71995039,15797,1.0,STOPPED_AT,1.0,1989,42.41301,-70.99145,,45.0,2025-12-09 04:18:34+00:00
y1223,28,72040704,17862,0.0,STOPPED_AT,1.0,1223,42.3366,-71.08981,,0.0,2025-12-09 04:18:32+00:00
ynk225,Shuttle-Generic,BL-3517646,,,IN_TRANSIT_TO,,225,42.351978,-71.121638,,,2025-12-09 04:16:28+00:00
y1851,44,71467455,1325,1.0,STOPPED_AT,7.0,1851,42.31058,-71.091584,,32.0,2025-12-09 04:18:50+00:00
ynk237,Shuttle-Generic,BL-66115540,,,IN_TRANSIT_TO,,237,42.348811,-71.095691,,,2025-12-09 04:17:39+00:00
y1760,60,71465540,19661,1.0,STOPPED_AT,1.0,1760,42.32187,-71.17776,,135.0,2025-12-09 04:18:42+00:00
y1896,15,71468518,1509,0.0,STOPPED_AT,19.0,1896,42.310087,-71.06322,,237.0,2025-12-09 04:18:50+00:00
y3124,455,71826341,15799,0.0,STOPPED_AT,1.0,3124,42.41237,-70.99235,,0.0,2025-12-09 04:17:54+00:00
