route_id,direction_id,updated_at,gap_min
1,0.0,2025-12-09 04:18:49+00:00,0.03333333333333333
1,0.0,2025-12-09 04:18:46+00:00,-0.05
1,0.0,2025-12-09 04:18:41+00:00,-0.08333333333333333
1,1.0,2025-12-09 04:18:47+00:00,-0.016666666666666666
1,1.0,2025-12-09 04:18:48+00:00,0.016666666666666666
104,0.0,2025-12-09 04:18:47+00:00,-0.05
104,1.0,2025-12-09 04:18:50+00:00,0.0
104,1.0,2025-12-09 04:18:44+00:00,-0.1
104,1.0,2025-12-09 04:18:48+00:00,0.06666666666666667
109,0.0,2025-12-09 04:18:48+00:00,-0.06666666666666667
109,0.0,2025-12-09 04:18:03+00:00,-0.75
109,0.0,2025-12-09 04:18:51+00:00,0.8
109,1.0,2025-12-09 04:18:50+00:00,0.05
109,1.0,2025-12-09 04:18:50+00:00,0.0
109,1.0,2025-12-09 04:18:49+00:00,-0.016666666666666666
110,0.0,2025-12-09 04:18:51+00:00,0.03333333333333333
110,1.0,2025-12-09 04:18:34+00:00,-0.2833333333333333
110,1.0,2025-12-09 04:18:51+00:00,0.2833333333333333
111,0.0,2025-12-09 04:18:43+00:00,-0.06666666666666667
111,1.0,2025-12-09 04:18:51+00:00,0.05
111,1.0,2025-12-09 04:18:35+00:00,-0.26666666666666666
111,1.0,2025-12-09 04:17:56+00:00,-0.65
116,0.0,2025-12-09 04:18:50+00:00,-0.03333333333333333
116,0.0,2025-12-09 04:18:45+00:00,-0.08333333333333333
116,1.0,2025-12-09 04:18:52+00:00,0.06666666666666667
15,1.0,2025-12-09 04:18:38+00:00,0.1
15,1.0,2025-12-09 04:18:35+00:00,-0.05
15,1.0,2025-12-09 04:18:47+00:00,0.2
16,1.0,2025-12-09 04:18:48+00:00,-0.03333333333333333
22,0.0,2025-12-09 04:18:53+00:00,0.3333333333333333
22,1.0,2025-12-09 04:18:47+00:00,-0.06666666666666667
23,0.0,2025-12-09 04:18:50+00:00,0.0
23,1.0,2025-12-09 04:18:36+00:00,-0.2
23,1.0,2025-12-09 04:17:32+00:00,-1.0666666666666667
23,1.0,2025-12-09 04:18:49+00:00,1.2833333333333334
240,0.0,2025-12-09 04:18:32+00:00,-0.3333333333333333
28,0.0,2025-12-09 04:18:32+00:00,0.15
28,0.0,2025-12-09 04:18:45+00:00,0.21666666666666667
28,0.0,2025-12-09 04:18:51+00:00,0.1
31,1.0,2025-12-09 04:18:52+00:00,0.1
32,0.0,2025-12-09 04:18:45+00:00,-0.08333333333333333
36,0.0,2025-12-09 04:18:43+00:00,-0.11666666666666667
39,0.0,2025-12-09 04:18:46+00:00,0.03333333333333333
39,0.0,2025-12-09 04:18:41+00:00,-0.08333333333333333
39,1.0,2025-12-09 04:18:28+00:00,-0.4
39,1.0,2025-12-09 04:18:53+00:00,0.4166666666666667
39,1.0,2025-12-09 04:18:32+00:00,-0.35
45,0.0,2025-12-09 04:18:47+00:00,0.0
455,0.0,2025-12-09 04:17:54+00:00,-0.95
47,0.0,2025-12-09 04:18:45+00:00,0.13333333333333333
57,1.0,2025-12-09 04:18:53+00:00,0.1
57,1.0,2025-12-09 04:18:49+00:00,-0.06666666666666667
66,0.0,2025-12-09 04:18:50+00:00,-0.016666666666666666
66,0.0,2025-12-09 04:18:37+00:00,-0.21666666666666667
66,1.0,2025-12-09 04:18:50+00:00,0.016666666666666666
66,1.0,2025-12-09 04:18:46+00:00,-0.06666666666666667
70,0.0,2025-12-09 04:17:53+00:00,-0.9333333333333333
71,0.0,2025-12-09 04:18:49+00:00,0.03333333333333333
73,0.0,2025-12-09 04:18:51+00:00,0.0
741,0.0,2025-12-09 04:18:15+00:00,0.9333333333333333
741,1.0,2025-12-09 04:18:35+00:00,-0.23333333333333334
743,1.0,2025-12-09 04:18:28+00:00,-0.38333333333333336
743,1.0,2025-12-09 04:18:51+00:00,0.38333333333333336
749,0.0,2025-12-09 04:18:52+00:00,0.2
749,1.0,2025-12-09 04:18:36+00:00,0.06666666666666667
77,1.0,2025-12-09 04:18:50+00:00,-0.016666666666666666
77,1.0,2025-12-09 04:18:45+00:00,-0.08333333333333333
8,0.0,2025-12-09 04:18:49+00:00,-0.016666666666666666
8,1.0,2025-12-09 04:18:49+00:00,-0.05
86,1.0,2025-12-09 04:18:50+00:00,0.21666666666666667
