route_id,direction_id,updated_at,gap_min
1,0.0,2025-12-09 13:01:57+00:00,-0.016666666666666666
1,0.0,2025-12-09 13:01:37+00:00,-0.3333333333333333
1,0.0,2025-12-09 13:01:56+00:00,0.31666666666666665
1,1.0,2025-12-09 13:01:05+00:00,-0.5333333333333333
1,1.0,2025-12-09 13:01:51+00:00,0.7666666666666667
1,1.0,2025-12-09 13:01:54+00:00,0.05
1,1.0,2025-12-09 13:01:55+00:00,0.016666666666666666
1,1.0,2025-12-09 13:01:55+00:00,0.0
1,1.0,2025-12-09 13:01:54+00:00,-0.016666666666666666
10,0.0,2025-12-09 13:01:27+00:00,-0.4166666666666667
10,1.0,2025-12-09 13:01:55+00:00,0.0
101,0.0,2025-12-09 13:01:59+00:00,1.0
101,0.0,2025-12-09 13:01:55+00:00,-0.06666666666666667
101,1.0,2025-12-09 13:02:00+00:00,0.15
104,0.0,2025-12-09 13:01:26+00:00,-0.15
104,0.0,2025-12-09 13:01:58+00:00,0.5333333333333333
104,0.0,2025-12-09 13:01:35+00:00,-0.38333333333333336
104,1.0,2025-12-09 13:01:04+00:00,-0.8
104,1.0,2025-12-09 13:01:28+00:00,0.4
104,1.0,2025-12-09 13:01:51+00:00,0.38333333333333336
106,0.0,2025-12-09 13:01:50+00:00,-0.08333333333333333
108,0.0,2025-12-09 13:01:30+00:00,-0.4
108,1.0,2025-12-09 13:01:55+00:00,-0.016666666666666666
109,0.0,2025-12-09 13:01:59+00:00,0.5333333333333333
109,0.0,2025-12-09 13:01:31+00:00,-0.4666666666666667
109,0.0,2025-12-09 13:01:57+00:00,0.43333333333333335
109,0.0,2025-12-09 13:01:59+00:00,0.03333333333333333
109,1.0,2025-12-09 13:01:59+00:00,0.11666666666666667
109,1.0,2025-12-09 13:01:55+00:00,-0.06666666666666667
109,1.0,2025-12-09 13:01:59+00:00,0.06666666666666667
109,1.0,2025-12-09 13:01:30+00:00,-0.48333333333333334
109,1.0,2025-12-09 13:01:57+00:00,0.45
11,0.0,2025-12-09 13:01:08+00:00,-0.31666666666666665
11,0.0,2025-12-09 13:01:57+00:00,0.8166666666666667
11,1.0,2025-12-09 13:01:53+00:00,-0.03333333333333333
11,1.0,2025-12-09 13:01:57+00:00,0.06666666666666667
110,0.0,2025-12-09 13:01:22+00:00,-0.5833333333333334
110,0.0,2025-12-09 13:01:47+00:00,0.4166666666666667
110,1.0,2025-12-09 13:01:59+00:00,0.05
110,1.0,2025-12-09 13:01:30+00:00,-0.48333333333333334
110,1.0,2025-12-09 13:01:48+00:00,0.3
111,0.0,2025-12-09 13:01:44+00:00,-0.16666666666666666
111,0.0,2025-12-09 13:01:25+00:00,-0.31666666666666665
111,0.0,2025-12-09 13:01:33+00:00,0.13333333333333333
111,0.0,2025-12-09 13:01:55+00:00,0.36666666666666664
111,0.0,2025-12-09 13:01:32+00:00,-0.38333333333333336
111,0.0,2025-12-09 13:01:49+00:00,0.2833333333333333
111,0.0,2025-12-09 13:01:27+00:00,-0.36666666666666664
111,0.0,2025-12-09 13:01:57+00:00,0.5
111,0.0,2025-12-09 13:01:50+00:00,-0.11666666666666667
111,0.0,2025-12-09 13:01:58+00:00,0.13333333333333333
111,0.0,2025-12-09 13:01:56+00:00,-0.03333333333333333
111,1.0,2025-12-09 13:01:17+00:00,-0.6333333333333333
111,1.0,2025-12-09 13:01:58+00:00,0.6833333333333333
111,1.0,2025-12-09 13:01:54+00:00,-0.06666666666666667
111,1.0,2025-12-09 13:01:59+00:00,0.08333333333333333
111,1.0,2025-12-09 13:01:59+00:00,0.0
112,1.0,2025-12-09 13:01:59+00:00,0.7333333333333333
116,0.0,2025-12-09 13:01:25+00:00,-0.5666666666666667
116,0.0,2025-12-09 13:01:45+00:00,0.3333333333333333
