route_id,direction_id,median,mean,std,count,expected_headway_min,headway_health_score
741,1.0,-0.016666666666666666,-0.016666666666666666,,1,10.0,1.0016666666666667
742,1.0,0.15,0.15,,1,10.0,0.985
743,0.0,0.18333333333333332,-0.19444444444444442,0.6834010806525236,3,10.0,1.0877845525096967
743,1.0,-0.7166666666666667,-0.7166666666666667,,1,10.0,1.0716666666666668
747,0.0,-0.11666666666666667,-0.11666666666666667,,1,10.0,1.0116666666666667
747,1.0,-0.2,-0.2111111111111111,0.26684022130050733,3,10.0,1.0477951332411617
749,0.0,-0.2833333333333333,-0.2833333333333333,,1,10.0,1.0283333333333333
749,1.0,0.05,0.06666666666666667,0.1092906420717,3,10.0,1.0042623975405034
75,0.0,0.05,0.05,,1,10.0,0.9949999999999999
751,0.0,0.23333333333333334,0.23333333333333334,,1,10.0,0.9766666666666668
751,1.0,-0.024999999999999994,-0.024999999999999994,0.20034692133618845,2,10.0,1.022534692133619
76,1.0,-0.016666666666666666,-0.016666666666666666,,1,10.0,1.0016666666666667
77,0.0,-0.075,-0.075,0.10606601717798213,2,10.0,1.0181066017177982
77,1.0,-0.25,-0.25,0.1414213562373095,2,10.0,1.039142135623731
78,1.0,-0.26666666666666666,-0.26666666666666666,,1,10.0,1.0266666666666668
8,0.0,-0.15,-0.15,0.18856180831641267,2,10.0,1.0338561808316413
8,1.0,-0.016666666666666666,-0.09444444444444444,0.40563165191715134,3,10.0,1.0500076096361597
83,1.0,-0.6,-0.6,,1,10.0,1.06
86,0.0,-0.025,-0.025,0.15320646925708528,2,10.0,1.0178206469257085
86,1.0,0.24166666666666667,0.24166666666666667,0.2710575994548432,2,10.0,1.0029390932788176
87,0.0,0.5666666666666667,0.5666666666666667,,1,10.0,0.9433333333333334
87,1.0,-0.15000000000000002,-0.15000000000000002,0.4714045207910317,2,10.0,1.0621404520791031
88,0.0,-0.03333333333333333,-0.03333333333333333,,1,10.0,1.0033333333333334
88,1.0,0.1,0.1,,1,10.0,0.99
89,0.0,0.15,0.15,,1,10.0,0.985
89,1.0,0.55,0.55,,1,10.0,0.945
9,0.0,0.0,0.011111111111111127,0.3667929075609792,3,10.0,1.035568179644987
9,1.0,-0.016666666666666666,-0.05208333333333334,0.5422204129230808,8,10.0,1.0594303746256415
91,1.0,-1.6166666666666667,-1.6166666666666667,,1,10.0,1.1616666666666666
93,1.0,0.11666666666666667,0.11666666666666667,,1,10.0,0.9883333333333333
95,0.0,-0.1,-0.1,,1,10.0,1.01
96,1.0,0.45,0.45,,1,10.0,0.9550000000000001
97,1.0,0.9333333333333333,0.9333333333333333,,1,10.0,0.9066666666666666
